CODGEO;DEP;LIBGEO;Zonage ABC en vigueur depuis le 26 juin 2026
02523;02;Mont-Saint-Martin;C
02524;02;Mont-Saint-Père;C
02525;02;Morcourt;B2
02526;02;Morgny-en-Thiérache;C
02527;02;Morsain;C
02528;02;Mortefontaine;C
02529;02;Mortiers;C
02530;02;Moulins;C
02531;02;Moussy-Verneuil;C
02532;02;Moÿ-de-l'Aisne;C
02533;02;Muret-et-Crouttes;C
02534;02;Muscourt;C
02535;02;Nampcelles-la-Cour;C
02536;02;Nampteuil-sous-Muret;C
02537;02;Nanteuil-la-Fosse;C
02538;02;Nanteuil-Notre-Dame;C
02539;02;Nauroy;C
02540;02;Nesles-la-Montagne;C
02541;02;Neufchâtel-sur-Aisne;C
02542;02;Neuflieux;C
02543;02;Neuilly-Saint-Front;B2
02544;02;Neuve-Maison;C
02545;02;La Neuville-Bosmont;C
02546;02;La Neuville-en-Beine;C
02547;02;La Neuville-Housset;C
02548;02;La Neuville-lès-Dorengt;C
02549;02;Neuville-Saint-Amand;B2
02550;02;Neuville-sur-Ailette;C
02551;02;Neuville-sur-Margival;C
02552;02;Neuvillette;C
02553;02;Nizy-le-Comte;C
02554;02;Nogentel;B2
02555;02;Nogent-l'Artaud;B2
02556;02;Noircourt;C
02557;02;Noroy-sur-Ourcq;C
02558;02;Le Nouvion-en-Thiérache;C
02559;02;Nouvion-et-Catillon;C
02560;02;Nouvion-le-Comte;C
02561;02;Nouvion-le-Vineux;C
02562;02;Nouvron-Vingré;C
02563;02;Noyales;C
02564;02;Bernoy-le-Château;C
02565;02;Œuilly;C
02566;02;Ognes;C
02567;02;Ohis;C
02568;02;Oigny-en-Valois;C
02569;02;Oisy;C
02570;02;Ollezy;C
02571;02;Omissy;B2
02572;02;Orainville;C
02573;02;Orgeval;C
02574;02;Origny-en-Thiérache;C
02575;02;Origny-Sainte-Benoite;C
02576;02;Osly-Courtil;C
02577;02;Ostel;C
02578;02;Oulches-la-Vallée-Foulon;C
02579;02;Oulchy-la-Ville;C
02580;02;Oulchy-le-Château;C
02581;02;Paars;C
02582;02;Paissy;C
02583;02;Pancy-Courtecon;C
02584;02;Papleux;C
02585;02;Parcy-et-Tigny;C
02586;02;Parfondeval;C
02587;02;Parfondru;C
02588;02;Pargnan;C
02589;02;Pargny-et-Filain;C
02590;02;Pargny-la-Dhuys;C
02591;02;Pargny-les-Bois;C
02592;02;Parpeville;C
02593;02;Pasly;C
02594;02;Passy-en-Valois;B2
02595;02;Passy-sur-Marne;C
02596;02;Pavant;B2
02598;02;Pernant;C
02599;02;Pierremande;C
02600;02;Pierrepont;C
02601;02;Pignicourt;C
02602;02;Pinon;C
02604;02;Pithon;C
02605;02;Pleine-Selve;C
02606;02;Le Plessier-Huleu;C
02607;02;Ploisy;C
02608;02;Plomion;C
02609;02;Ployart-et-Vaurseine;C
02610;02;Pommiers;C
02612;02;Pont-Arcy;C
02613;02;Pontavert;C
02614;02;Pontru;C
02615;02;Pontruet;C
02616;02;Pont-Saint-Mard;C
02617;02;Pouilly-sur-Serre;C
02618;02;Prémont;C
02619;02;Prémontré;C
02620;02;Presles-et-Boves;C
02621;02;Presles-et-Thierny;C
02622;02;Priez;B2
02623;02;Prisces;C
02624;02;Proisy;C
02625;02;Proix;C
02626;02;Prouvais;C
02627;02;Proviseux-et-Plesnoy;C
02628;02;Puiseux-en-Retz;C
02629;02;Puisieux-et-Clanlieu;C
02631;02;Quierzy;C
02632;02;Quincy-Basse;C
02633;02;Quincy-sous-le-Mont;C
02634;02;Raillimont;C
02635;02;Ramicourt;C
02636;02;Regny;C
02637;02;Remaucourt;B2
02638;02;Remies;C
02639;02;Remigny;C
02640;02;Renansart;C
02641;02;Renneval;C
02642;02;Résigny;C
02643;02;Ressons-le-Long;C
02644;02;Retheuil;C
02645;02;Reuilly-Sauvigny;C
02647;02;Ribeauville;C
02648;02;Ribemont;C
02649;02;Rocourt-Saint-Martin;C
02650;02;Rocquigny;C
02651;02;Rogécourt;C
02652;02;Rogny;C
02653;02;Romeny-sur-Marne;C
02654;02;Romery;C
02655;02;Ronchères;C
02656;02;Roucy;C
02657;02;Rougeries;C
02658;02;Roupy;C
02659;02;Rouvroy;B2
02660;02;Rouvroy-sur-Serre;C
02661;02;Royaucourt-et-Chailvet;C
02662;02;Rozet-Saint-Albin;C
02663;02;Rozières-sur-Crise;C
02664;02;Rozoy-Bellevalle;C
02665;02;Grand-Rozoy;C
02666;02;Rozoy-sur-Serre;C
02667;02;Saconin-et-Breuil;C
02668;02;Sains-Richaumont;C
02670;02;Saint-Algis;C
02671;02;Saint-Aubin;C
02672;02;Saint-Bandry;C
02673;02;Saint-Christophe-à-Berry;C
02674;02;Saint-Clément;C
02675;02;Sainte-Croix;C
02676;02;Saint-Erme-Outre-et-Ramecourt;C
02677;02;Saint-Eugène;C
02678;02;Sainte-Geneviève;C
02679;02;Saint-Gengoulph;B2
02680;02;Saint-Gobain;C
02681;02;Saint-Gobert;C
02682;02;Saint-Mard;C
02683;02;Saint-Martin-Rivière;C
02684;02;Saint-Michel;C
02685;02;Saint-Nicolas-aux-Bois;C
02686;02;Saint-Paul-aux-Bois;C
02687;02;Saint-Pierre-Aigle;C
02688;02;Saint-Pierre-lès-Franqueville;C
02689;02;Saint-Pierremont;C
02690;02;Sainte-Preuve;C
02691;02;Saint-Quentin;B1
02693;02;Saint-Rémy-Blanzy;C
02694;02;Saint-Simon;C
02696;02;Saint-Thomas;C
02697;02;Samoussy;C
02698;02;Sancy-les-Cheminots;C
02699;02;Saponay;C
02701;02;Saulchery;C
02702;02;Savy;C
02703;02;Seboncourt;C
02704;02;Selens;C
02705;02;La Selve;C
02706;02;Septmonts;C
02707;02;Septvaux;C
02708;02;Sequehart;C
02709;02;Serain;C
02710;02;Seraucourt-le-Grand;C
02711;02;Serches;C
02712;02;Sergy;C
02713;02;Seringes-et-Nesles;C
02714;02;Sermoise;C
02715;02;Serval;C
02716;02;Servais;C
02717;02;Séry-lès-Mézières;C
02718;02;Silly-la-Poterie;C
02719;02;Sinceny;C
02720;02;Sissonne;C
02721;02;Sissy;C
02722;02;Soissons;B1
02723;02;Soize;C
02724;02;Sommelans;C
02725;02;Sommeron;C
02726;02;Sommette-Eaucourt;C
02727;02;Sons-et-Ronchères;C
02728;02;Sorbais;C
02729;02;Soucy;C
02730;02;Soupir;C
02731;02;Le Sourd;C
02732;02;Surfontaine;C
02734;02;Taillefontaine;C
02735;02;Tannières;C
02736;02;Tartiers;C
02737;02;Tavaux-et-Pontséricourt;C
02738;02;Tergnier;C
02739;02;Terny-Sorny;C
02740;02;Thenailles;C
02741;02;Thenelles;C
02742;02;Thiernu;C
02743;02;Le Thuel;C
02744;02;Torcy-en-Valois;C
02745;02;Toulis-et-Attencourt;C
02746;02;Travecy;C
02747;02;Trefcon;C
02748;02;Trélou-sur-Marne;C
02749;02;Troësnes;C
02750;02;Trosly-Loire;C
02751;02;Trucy;C
02752;02;Tugny-et-Pont;C
02753;02;Tupigny;C
02754;02;Ugny-le-Gay;C
02755;02;Urcel;C
02756;02;Urvillers;C
02757;02;Vadencourt;C
02758;02;Vailly-sur-Aisne;C
02759;02;La Vallée-au-Blé;C
02760;02;La Vallée-Mulâtre;C
02761;02;Variscourt;C
02762;02;Vassens;C
02763;02;Vasseny;C
02764;02;Vassogne;C
02765;02;Vaucelles-et-Beffecourt;C
02766;02;Vaudesson;C
02767;02;Vauxrezis;C
02768;02;Vauxaillon;C
02769;02;Vaux-Andigny;C
02770;02;Vauxbuin;B2
02772;02;Vaux-en-Vermandois;C
02773;02;Vauxtin;C
02774;02;Vendelles;C
02775;02;Vendeuil;C
02776;02;Vendhuile;C
02777;02;Vendières;C
02778;02;Vendresse-Beaulne;C
02779;02;Vénérolles;C
02780;02;Venizel;C
02781;02;Verdilly;C
02782;02;Le Verguier;C
02783;02;Grand-Verly;C
02784;02;Petit-Verly;C
02785;02;Vermand;C
02786;02;Verneuil-sous-Coucy;C
02787;02;Verneuil-sur-Serre;C
02788;02;Versigny;C
02789;02;Vervins;C
02790;02;Vesles-et-Caumont;C
02791;02;Veslud;C
02792;02;Veuilly-la-Poterie;B2
02793;02;Vézaponin;C
02794;02;Vézilly;C
02795;02;Vic-sur-Aisne;C
02796;02;Vichel-Nanteuil;B2
02797;02;Viel-Arcy;C
02798;02;Viels-Maisons;B2
02799;02;Vierzy;B2
02800;02;Viffort;C
02801;02;Vigneux-Hocquet;C
02802;02;La Ville-aux-Bois-lès-Dizy;C
02803;02;La Ville-aux-Bois-lès-Pontavert;C
02804;02;Villemontoire;C
02805;02;Villeneuve-Saint-Germain;B2
02806;02;Villeneuve-sur-Fère;C
02807;02;Villequier-Aumont;C
02808;02;Villeret;C
02809;02;Villers-Agron-Aiguizy;C
02810;02;Villers-Cotterêts;B1
02812;02;Villers-Hélon;C
02813;02;Villers-le-Sec;C
02814;02;Villers-lès-Guise;C
02815;02;Villers-Saint-Christophe;C
02816;02;Villers-sur-Fère;C
02817;02;Ville-Savoye;C
02818;02;Villiers-Saint-Denis;C
02819;02;Vincy-Reuil-et-Magny;C
02820;02;Viry-Noureuil;C
02821;02;Vivaise;C
02822;02;Vivières;C
02823;02;Voharies;C
02824;02;Vorges;C
02826;02;Voulpaix;C
02827;02;Voyenne;C
02828;02;Vregny;C
02829;02;Vuillery;C
02830;02;Wassigny;C
02831;02;Watigny;C
02832;02;Wiège-Faty;C
02833;02;Wimy;C
02834;02;Wissignicourt;C
03001;03;Abrest;B2
03002;03;Agonges;C
03003;03;Ainay-le-Château;C
03004;03;Andelaroche;C
03005;03;Archignat;C
03006;03;Arfeuilles;C
03007;03;Arpheuilles-Saint-Priest;C
03008;03;Arronnes;C
03009;03;Aubigny;C
03010;03;Audes;C
03011;03;Aurouër;C
03012;03;Autry-Issards;C
03013;03;Avermes;C
03014;03;Avrilly;C
03015;03;Bagneux;C
03016;03;Barberier;C
03017;03;Barrais-Bussolles;C
03018;03;Bayet;C
03019;03;Beaulon;C
03020;03;Beaune-d'Allier;C
03021;03;Bègues;C
03022;03;Bellenaves;C
03023;03;Bellerive-sur-Allier;B2
03024;03;Bert;C
03025;03;Bessay-sur-Allier;C
03026;03;Besson;C
03027;03;Bézenet;C
03028;03;Billezois;C
03029;03;Billy;C
03030;03;Biozat;C
03031;03;Bizeneuille;C
03032;03;Blomard;C
03033;03;Bost;C
03034;03;Boucé;C
03035;03;Le Bouchaud;C
03036;03;Bourbon-l'Archambault;C
03037;03;Braize;C
03038;03;Bransat;C
03039;03;Bresnay;C
03040;03;Bressolles;C
03041;03;Le Brethon;C
03042;03;Le Breuil;C
03043;03;Broût-Vernet;C
03044;03;Brugheas;C
03045;03;Busset;C
03046;03;Buxières-les-Mines;C
03047;03;La Celle;C
03048;03;Cérilly;C
03049;03;Cesset;C
03050;03;La Chabanne;C
03051;03;Chambérat;C
03052;03;Chamblet;C
03053;03;Chantelle;C
03054;03;Chapeau;C
03055;03;La Chapelaude;C
03056;03;La Chapelle;C
03057;03;La Chapelle-aux-Chasses;C
03058;03;Chappes;C
03059;03;Chareil-Cintrat;C
03060;03;Charmeil;C
03061;03;Charmes;C
03062;03;Charroux;C
03063;03;Chassenard;C
03064;03;Château-sur-Allier;C
03065;03;Châtel-de-Neuvre;C
03066;03;Châtel-Montagne;C
03067;03;Châtelperron;C
03068;03;Châtelus;C
03069;03;Châtillon;C
03070;03;Chavenon;C
03071;03;Chavroches;C
03072;03;Chazemais;C
03073;03;Chemilly;C
03074;03;Chevagnes;C
03075;03;Chezelle;C
03076;03;Chézy;C
03077;03;Chirat-l'Église;C
03078;03;Chouvigny;C
03079;03;Cindré;C
03080;03;Cognat-Lyonne;C
03081;03;Colombier;C
03082;03;Commentry;C
03083;03;Contigny;C
03084;03;Cosne-d'Allier;C
03085;03;Coulandon;C
03086;03;Coulanges;C
03087;03;Couleuvre;C
03088;03;Courçais;C
03089;03;Coutansouze;C
03090;03;Couzon;C
03091;03;Créchy;C
03092;03;Cressanges;C
03093;03;Creuzier-le-Neuf;B2
03094;03;Creuzier-le-Vieux;B2
03095;03;Cusset;B2
03096;03;Deneuille-lès-Chantelle;C
03097;03;Deneuille-les-Mines;C
03098;03;Désertines;B2
03099;03;Deux-Chaises;C
03100;03;Diou;C
03101;03;Domérat;B2
03102;03;Dompierre-sur-Besbre;C
03103;03;Le Donjon;C
03104;03;Doyet;C
03105;03;Droiturier;C
03106;03;Durdat-Larequille;C
03107;03;Ébreuil;C
03108;03;Échassières;C
03109;03;Escurolles;C
03110;03;Espinasse-Vozelle;C
03111;03;Estivareilles;C
03112;03;Étroussat;C
03113;03;Ferrières-sur-Sichon;C
03114;03;La Ferté-Hauterive;C
03115;03;Fleuriel;C
03116;03;Fourilles;C
03117;03;Franchesse;C
03118;03;Gannat;C
03119;03;Gannay-sur-Loire;C
03120;03;Garnat-sur-Engièvre;C
03121;03;Gennetines;C
03122;03;Gipcy;C
03124;03;Gouise;C
03125;03;La Guillermie;C
03126;03;Hauterive;B2
03127;03;Hérisson;C
03128;03;Huriel;C
03129;03;Hyds;C
03130;03;Isle-et-Bardais;C
03131;03;Isserpent;C
03132;03;Jaligny-sur-Besbre;C
03133;03;Jenzat;C
03134;03;Laféline;C
03135;03;Lalizolle;C
03136;03;Lamaids;C
03137;03;Langy;C
03138;03;Lapalisse;C
03139;03;Laprugne;C
03140;03;Lavault-Sainte-Anne;B2
03141;03;Lavoine;C
03142;03;Lenax;C
03143;03;Lételon;C
03144;03;Liernolles;C
03145;03;Lignerolles;C
03146;03;Limoise;C
03147;03;Loddes;C
03148;03;Loriges;C
03149;03;Louchy-Montfand;C
03150;03;Louroux-Bourbonnais;C
03151;03;Louroux-de-Beaune;C
03152;03;Louroux-de-Bouble;C
03154;03;Luneau;C
03155;03;Lurcy-Lévis;C
03156;03;Lusigny;C
03157;03;Magnet;C
03158;03;Haut-Bocage;C
03159;03;Malicorne;C
03160;03;Marcenat;C
03161;03;Marcillat-en-Combraille;C
03162;03;Marigny;C
03163;03;Mariol;C
03164;03;Le Mayet-d'École;C
03165;03;Le Mayet-de-Montagne;C
03166;03;Mazerier;C
03167;03;Mazirat;C
03168;03;Meaulne-Vitray;C
03169;03;Meillard;C
03170;03;Meillers;C
03171;03;Mercy;C
03172;03;Mesples;C
03173;03;Molinet;C
03174;03;Molles;C
03175;03;Monestier;C
03176;03;Monétay-sur-Allier;C
03177;03;Monétay-sur-Loire;C
03178;03;Montaiguët-en-Forez;C
03179;03;Montaigu-le-Blin;C
03180;03;Montbeugny;C
03181;03;Montcombroux-les-Mines;C
03182;03;Monteignet-sur-l'Andelot;C
03183;03;Le Montet;C
03184;03;Montilly;C
03185;03;Montluçon;B2
03186;03;Montmarault;C
03187;03;Montoldre;C
03188;03;Montord;C
03189;03;Montvicq;C
03190;03;Moulins;C
03191;03;Murat;C
03192;03;Nades;C
03193;03;Nassigny;C
03194;03;Naves;C
03195;03;Néris-les-Bains;C
03196;03;Neuilly-en-Donjon;C
03197;03;Neuilly-le-Réal;C
03198;03;Neure;C
03200;03;Neuvy;C
03201;03;Nizerolles;C
03202;03;Noyant-d'Allier;C
03203;03;Paray-le-Frésil;C
03204;03;Paray-sous-Briailles;C
03205;03;Périgny;C
03206;03;La Petite-Marche;C
03207;03;Pierrefitte-sur-Loire;C
03208;03;Le Pin;C
03209;03;Poëzat;C
03210;03;Pouzy-Mésangy;C
03211;03;Prémilhat;B2
03212;03;Quinssaines;B2
03213;03;Reugny;C
03214;03;Rocles;C
03215;03;Rongères;C
03216;03;Ronnet;C
03217;03;Saint-Angel;C
03218;03;Saint-Aubin-le-Monial;C
03219;03;Saint-Bonnet-de-Four;C
03220;03;Saint-Bonnet-de-Rochefort;C
03221;03;Saint-Bonnet-Tronçais;C
03222;03;Saint-Caprais;C
03223;03;Saint-Christophe-en-Bourbonnais;C
03224;03;Saint-Clément;C
03225;03;Saint-Désiré;C
03226;03;Saint-Didier-en-Donjon;C
03227;03;Saint-Didier-la-Forêt;C
03228;03;Saint-Éloy-d'Allier;C
03229;03;Saint-Ennemond;C
03230;03;Saint-Étienne-de-Vicq;C
03231;03;Saint-Fargeol;C
03232;03;Saint-Félix;C
03233;03;Saint-Genest;C
03234;03;Saint-Gérand-de-Vaux;C
03235;03;Saint-Gérand-le-Puy;C
03236;03;Saint-Germain-des-Fossés;C
03237;03;Saint-Germain-de-Salles;C
03238;03;Saint-Hilaire;C
03239;03;Saint-Léger-sur-Vouzance;C
03240;03;Saint-Léon;C
03241;03;Saint-Léopardin-d'Augy;C
03242;03;Saint-Loup;C
03243;03;Saint-Marcel-en-Murat;C
03244;03;Saint-Marcel-en-Marcillat;C
03245;03;Saint-Martin-des-Lais;C
03246;03;Saint-Martinien;C
03247;03;Saint-Menoux;C
03248;03;Saint-Nicolas-des-Biefs;C
03249;03;Saint-Palais;C
03250;03;Saint-Pierre-Laval;C
03251;03;Saint-Plaisir;C
03252;03;Saint-Pont;C
03253;03;Saint-Pourçain-sur-Besbre;C
03254;03;Saint-Pourçain-sur-Sioule;C
03255;03;Saint-Priest-d'Andelot;C
03256;03;Saint-Priest-en-Murat;C
03257;03;Saint-Prix;C
03258;03;Saint-Rémy-en-Rollat;C
03259;03;Saint-Sauvier;C
03260;03;Saint-Sornin;C
03261;03;Sainte-Thérence;C
03262;03;Saint-Victor;B2
03263;03;Saint-Voir;C
03264;03;Saint-Yorre;B2
03265;03;Saligny-sur-Roudon;C
03266;03;Sanssat;C
03267;03;Saulcet;C
03268;03;Saulzet;C
03269;03;Sauvagny;C
03270;03;Sazeret;C
03271;03;Serbannes;B2
03272;03;Servilly;C
03273;03;Seuillet;C
03274;03;Sorbier;C
03275;03;Souvigny;C
03276;03;Sussat;C
03277;03;Target;C
03278;03;Taxat-Senat;C
03279;03;Teillet-Argenty;C
03280;03;Terjat;C
03281;03;Le Theil;C
03282;03;Theneuille;C
03283;03;Thiel-sur-Acolin;C
03284;03;Thionne;C
03285;03;Tortezais;C
03286;03;Toulon-sur-Allier;C
03287;03;Treban;C
03288;03;Treignat;C
03289;03;Treteau;C
03290;03;Trévol;C
03291;03;Trézelles;C
03292;03;Tronget;C
03293;03;Urçay;C
03294;03;Ussel-d'Allier;C
03295;03;Valignat;C
03296;03;Valigny;C
03297;03;Vallon-en-Sully;C
03298;03;Varennes-sur-Allier;C
03299;03;Varennes-sur-Tèche;C
03300;03;Vaumas;C
03301;03;Vaux;C
03302;03;Veauce;C
03303;03;Venas;C
03304;03;Vendat;C
03305;03;Verneix;C
03306;03;Le Vernet;B2
03307;03;Verneuil-en-Bourbonnais;C
03308;03;Vernusse;C
03309;03;Le Veurdre;C
03310;03;Vichy;B2
03311;03;Vicq;C
03312;03;Vieure;C
03313;03;Le Vilhain;C
03314;03;Villebret;C
03315;03;Villefranche-d'Allier;C
03316;03;Villeneuve-sur-Allier;C
03317;03;Viplaix;C
03319;03;Voussac;C
03320;03;Ygrande;C
03321;03;Yzeure;C
04001;04;Aiglun;C
04004;04;Allemagne-en-Provence;C
04005;04;Allons;C
04006;04;Allos;C
04007;04;Angles;C
04008;04;Annot;C
04009;04;Archail;C
04012;04;Aubenas-les-Alpes;C
04013;04;Aubignosc;C
04016;04;Authon;C
04017;04;Auzet;C
04018;04;Banon;C
04019;04;Barcelonnette;C
04020;04;Barles;C
04021;04;Barras;C
04022;04;Barrême;C
04023;04;Bayons;C
04024;04;Beaujeu;C
04025;04;Beauvezer;C
04026;04;Bellaffaire;C
04027;04;Bevons;C
04028;04;Beynes;C
04030;04;Blieux;C
04031;04;Bras-d'Asse;C
04032;04;Braux;C
04033;04;Ubaye-Serre-Ponçon;C
04034;04;La Brillanne;B2
04035;04;Brunet;C
04036;04;Le Brusquet;C
04037;04;Le Caire;C
04039;04;Castellane;C
04040;04;Le Castellard-Mélan;C
04041;04;Le Castellet;C
04042;04;Castellet-lès-Sausses;C
04043;04;Val-de-Chalvagne;C
04045;04;Céreste-en-Luberon;C
04046;04;Le Chaffaut-Saint-Jurson;C
04047;04;Champtercier;C
04049;04;Château-Arnoux-Saint-Auban;C
04050;04;Châteaufort;C
04051;04;Châteauneuf-Miravail;C
04053;04;Châteauneuf-Val-Saint-Donat;C
04054;04;Châteauredon;C
04055;04;Chaudon-Norante;C
04057;04;Clamensane;C
04058;04;Claret;C
04059;04;Clumanc;C
04061;04;Colmars;C
04062;04;La Condamine-Châtelard;C
04063;04;Corbières-en-Provence;B2
04065;04;Cruis;C
04066;04;Curbans;C
04067;04;Curel;C
04068;04;Dauphin;C
04069;04;Demandolx;C
04070;04;Digne-les-Bains;C
04072;04;Draix;C
04073;04;Enchastrayes;B1
04074;04;Entrages;C
04075;04;Entrepierres;C
04076;04;Entrevaux;C
04077;04;Entrevennes;C
04079;04;L'Escale;C
04081;04;Esparron-de-Verdon;B2
04084;04;Estoublon;C
04085;04;Faucon-du-Caire;C
04086;04;Faucon-de-Barcelonnette;C
04087;04;Fontienne;C
04088;04;Forcalquier;B1
04090;04;Le Fugeret;C
04091;04;Ganagobie;C
04092;04;La Garde;C
04093;04;Gigors;C
04094;04;Gréoux-les-Bains;B1
04095;04;L'Hospitalet;C
04096;04;Jausiers;C
04097;04;La Javie;C
04099;04;Lambruisse;C
04101;04;Lardiers;C
04102;04;Le Lauzet-Ubaye;C
04104;04;Limans;C
04106;04;Lurs;C
04107;04;Majastres;C
04108;04;Malijai;C
04109;04;Mallefougasse-Augès;C
04110;04;Mallemoisson;C
04111;04;Mane;B2
04112;04;Manosque;B1
04113;04;Marcoux;C
04115;04;Méailles;C
04116;04;Les Mées;B2
04118;04;Melve;C
04120;04;Val d'Oronaye;C
04121;04;Mézel;C
04122;04;Mirabeau;C
04123;04;Mison;C
04124;04;Montagnac-Montpezat;C
04126;04;Montclar;C
04127;04;Montfort;C
04128;04;Montfuron;C
04129;04;Montjustin;C
04130;04;Montlaux;C
04132;04;Montsalier;C
04133;04;Moriez;C
04134;04;La Motte-du-Caire;C
04135;04;Moustiers-Sainte-Marie;C
04136;04;La Mure-Argens;C
04137;04;Nibles;C
04138;04;Niozelles;C
04139;04;Noyers-sur-Jabron;C
04140;04;Les Omergues;C
04141;04;Ongles;C
04142;04;Oppedette;C
04143;04;Oraison;B2
04144;04;La Palud-sur-Verdon;C
04145;04;Peipin;C
04148;04;Peyroules;C
04149;04;Peyruis;B2
04150;04;Piégut;C
04151;04;Pierrerue;C
04152;04;Pierrevert;B1
04154;04;Pontis;C
04155;04;Prads-Haute-Bléone;C
04156;04;Puimichel;C
04157;04;Puimoisson;C
04158;04;Quinson;C
04159;04;Redortiers;C
04160;04;Reillanne;C
04161;04;Méolans-Revel;C
04162;04;Revest-des-Brousses;C
04163;04;Revest-du-Bion;C
04164;04;Revest-Saint-Martin;C
04166;04;Riez;C
04167;04;La Robine-sur-Galabre;C
04169;04;La Rochegiron;C
04170;04;La Rochette;C
04171;04;Rougon;C
04172;04;Roumoules;C
04173;04;Saint-André-les-Alpes;C
04174;04;Saint-Benoît;C
04175;04;Sainte-Croix-à-Lauze;C
04176;04;Sainte-Croix-du-Verdon;C
04177;04;Hautes-Duyes;C
04178;04;Saint-Étienne-les-Orgues;C
04179;04;Saint-Geniez;C
04180;04;Saint-Jacques;C
04181;04;Saint-Jeannet;C
04182;04;Saint-Julien-d'Asse;C
04183;04;Saint-Julien-du-Verdon;C
04184;04;Saint-Jurs;C
04186;04;Saint-Laurent-du-Verdon;C
04187;04;Saint-Lions;C
04188;04;Saint-Maime;C
04189;04;Saint-Martin-de-Brômes;B2
04190;04;Saint-Martin-les-Eaux;C
04191;04;Saint-Martin-lès-Seyne;C
04192;04;Saint-Michel-l'Observatoire;C
04193;04;Saint-Paul-sur-Ubaye;C
04194;04;Saint-Pierre;C
04195;04;Saint-Pons;C
04197;04;Sainte-Tulle;B2
04199;04;Saint-Vincent-sur-Jabron;C
04200;04;Salignac;C
04201;04;Saumane;C
04202;04;Sausses;C
04203;04;Selonnet;C
04204;04;Senez;C
04205;04;Seyne;C
04206;04;Sigonce;C
04207;04;Sigoyer;C
04208;04;Simiane-la-Rotonde;C
04209;04;Sisteron;B2
04210;04;Soleilhas;C
04211;04;Sourribes;C
04214;04;Tartonne;C
04216;04;Thèze;C
04217;04;Thoard;C
04218;04;Thorame-Basse;C
04219;04;Thorame-Haute;C
04220;04;Les Thuiles;C
04222;04;Turriers;C
04224;04;Ubraye;C
04226;04;Uvernet-Fours;C
04227;04;Vachères;C
04228;04;Valavoire;C
04229;04;Valbelle;C
04230;04;Valensole;B2
04231;04;Valernes;C
04233;04;Vaumeilh;C
04234;04;Venterol;C
04235;04;Verdaches;C
04236;04;Vergons;C
04237;04;Le Vernet;C
04240;04;Villars-Colmars;C
04241;04;Villemus;C
04242;04;Villeneuve;B2
04244;04;Volonne;C
04245;04;Volx;B2
05001;05;Abriès-Ristolas;C
05003;05;Aiguilles;C
05004;05;Ancelle;C
05006;05;L'Argentière-la-Bessée;C
05007;05;Arvieux;C
05008;05;Aspremont;C
05009;05;Aspres-lès-Corps;C
05010;05;Aspres-sur-Buëch;C
05011;05;Avançon;C
05012;05;Baratier;B2
05013;05;Barcillonnette;C
05014;05;Barret-sur-Méouge;C
05016;05;La Bâtie-Montsaléon;C
05017;05;La Bâtie-Neuve;C
05018;05;La Bâtie-Vieille;C
05019;05;La Beaume;C
05021;05;Le Bersac;C
05022;05;Bréziers;C
05023;05;Briançon;A
05024;05;Valdoule;C
05025;05;Buissard;C
05026;05;Ceillac;C
05027;05;Cervières;C
05028;05;Chabestan;C
05029;05;Chabottes;C
05031;05;Champcella;C
05032;05;Champoléon;C
05033;05;Chanousse;C
05035;05;Châteauneuf-d'Oze;C
05036;05;Châteauroux-les-Alpes;B1
05037;05;Châteauvieux;C
05038;05;Château-Ville-Vieille;C
05039;05;Aubessagne;C
05040;05;Chorges;B1
05044;05;Crévoux;C
05045;05;Crots;B2
05046;05;Embrun;B1
05047;05;Éourres;C
05048;05;L'Épine;C
05049;05;Esparron;C
05050;05;Espinasses;C
05051;05;Étoile-Saint-Cyrice;C
05052;05;Eygliers;C
05053;05;Garde-Colombe;C
05054;05;La Fare-en-Champsaur;C
05055;05;La Faurie;C
05056;05;Forest-Saint-Julien;C
05057;05;Fouillouse;C
05058;05;Freissinières;C
05059;05;La Freissinouse;C
05060;05;Furmeyer;C
05061;05;Gap;B1
05062;05;Le Glaizil;C
05063;05;La Grave;B2
05064;05;La Chapelle-en-Valgaudémar;C
05065;05;Guillestre;C
05066;05;La Haute-Beaume;C
05068;05;Jarjayes;C
05070;05;Laragne-Montéglin;C
05071;05;Lardier-et-Valença;C
05072;05;Laye;C
05073;05;Lazer;C
05074;05;Lettret;C
05075;05;Manteyer;C
05076;05;Méreuil;C
05077;05;Molines-en-Queyras;C
05078;05;Monêtier-Allemont;C
05079;05;Le Monêtier-les-Bains;A
05080;05;Montbrand;C
05081;05;Montclus;C
05082;05;Mont-Dauphin;C
05084;05;Montgardin;C
05085;05;Montgenèvre;B2
05086;05;Montjay;C
05087;05;Montmaur;C
05089;05;Montrond;C
05090;05;La Motte-en-Champsaur;C
05091;05;Moydans;C
05092;05;Neffes;C
05093;05;Névache;B2
05094;05;Nossage-et-Bénévent;C
05095;05;Le Noyer;C
05096;05;Orcières;C
05097;05;Orpierre;C
05098;05;Les Orres;B1
05099;05;Oze;C
05100;05;Pelleautier;C
05101;05;Vallouise-Pelvoux;B1
05102;05;La Piarre;C
05103;05;Le Poët;C
05104;05;Poligny;C
05106;05;Prunières;C
05107;05;Puy-Saint-André;C
05108;05;Puy-Saint-Eusèbe;C
05109;05;Puy-Saint-Pierre;C
05110;05;Puy-Saint-Vincent;B1
05111;05;Puy-Sanières;C
05112;05;Rabou;C
